transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
e0ccfbb7-c21f-4c7c-9d55-f347e8ca31f9,a0000012-0000-0000-0000-000000000012,2025-12-22 15:06:55.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,23857.56,REF5000000105,jhI5nAdyb1qOEjmcB3Jv561865
2de5e3b3-0f82-48e2-b4b5-28813aa29207,bfbfe347-11d6-48d7-acff-4f091f59d34b,2025-12-24 08:16:55.000000,debit,IMPS OW - Vendor Wire Settlement,5473.13,REF5000000106,jhI5nAdyb1qOEjmcB3Jv615633
4caf3a16-13b4-4e1e-a674-8f7a3cf4ad81,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-12-24 11:07:35.000000,debit,NEFT - Operating Expenses - Office Lease,38478.71,REF5000000108,jhI5nAdyb1qOEjmcB3Jv336650
d80adab0-8307-4223-865a-3e64dd118cfd,6f306737-dfa8-4bf7-8003-be64034b8dea,2025-12-24 17:40:43.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,39406.96,REF5000000107,jhI5nAdyb1qOEjmcB3Jv418594
1e7cff1c-5096-4d9a-8e6c-3877109d05a2,bfbfe347-11d6-48d7-acff-4f091f59d34b,2025-12-26 11:11:35.000000,credit,Cheque Deposit - Clearing Account,21087.55,REF5000000111,jhI5nAdyb1qOEjmcB3Jv822858
fcedd869-9405-406b-991b-7d9d58b8b997,e984c75d-aad6-4655-823a-4e9e06a869bc,2025-12-26 15:18:02.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,15363.69,REF5000000112,jhI5nAdyb1qOEjmcB3Jv576086
092e1013-51e1-4a38-b5a6-7a3239ec3980,2d52dda2-d98a-4381-af80-45bdb173860c,2025-12-26 15:19:55.000000,debit,Statutory Tax Payment / GST Portal Settlement,80538.02,REF5000000109,jhI5nAdyb1qOEjmcB3Jv751194
a7bdc6c1-e87e-44c4-bd5c-463da2506b16,acfbe204-7541-492c-a352-040aa984bedc,2025-12-26 17:47:06.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,14541.4,REF5000000110,jhI5nAdyb1qOEjmcB3Jv185131
e517d580-d336-4e37-b765-b60ed5336071,a0000010-0000-0000-0000-000000000010,2025-12-28 11:59:16.000000,debit,Statutory Tax Payment / GST Portal Settlement,143366.85,REF5000000113,jhI5nAdyb1qOEjmcB3Jv545790
9b203e24-4024-406f-ad83-77b2ec1c569c,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2025-12-30 11:41:09.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,57140.98,REF5000000114,jhI5nAdyb1qOEjmcB3Jv273982
64927efb-e295-493b-9119-479e6dbae638,a0000011-0000-0000-0000-000000000011,2026-01-01 14:17:32.000000,debit,Payment to Cloud Infrastructure Services,6160.1,REF5000000116,jhI5nAdyb1qOEjmcB3Jv141797
4bbd5907-991b-419d-a05e-4ab643d62f7f,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-01 19:20:38.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,12916.06,REF5000000117,jhI5nAdyb1qOEjmcB3Jv807053
067db5b4-0f48-4fdd-b333-9c992fc3760f,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-01 19:52:36.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,23825.76,REF5000000115,jhI5nAdyb1qOEjmcB3Jv418862
04818df6-e726-4405-a8e3-4f6c15caa956,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-02 09:58:41.000000,credit,IMPS/P2A/600228462725/UTIB/918020101986700/00/INET/9211/SELECTIONMALIGAI/ZBFLCTP5L2PBL11476675/INWD48,36810.0,S69244711,
011e2764-285b-444e-a14b-3a45b4ae4c79,a0000012-0000-0000-0000-000000000012,2026-01-03 18:52:17.000000,debit,Statutory Tax Payment / GST Portal Settlement,36910.23,REF5000000118,jhI5nAdyb1qOEjmcB3Jv593355
84ed683f-818a-4768-b100-e1def95cd026,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-05 09:49:25.000000,debit,Payment to Cloud Infrastructure Services,50115.11,REF5000000122,jhI5nAdyb1qOEjmcB3Jv668950
14470b6f-5b12-47d2-94d5-a6cb4888337e,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-05 10:37:27.000000,debit,IMPS OW - Vendor Wire Settlement,97001.04,REF5000000119,jhI5nAdyb1qOEjmcB3Jv528184
3d150c16-2e85-4817-9f17-2041a3e35a35,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-05 13:42:06.000000,credit,IMPS Inward / Customer Collections / INET,34062.15,REF5000000120,jhI5nAdyb1qOEjmcB3Jv402218
a0c4dd90-07a6-4b1f-8a49-565b3130f323,a0000010-0000-0000-0000-000000000010,2026-01-05 14:52:48.000000,debit,Payment to Cloud Infrastructure Services,6506.72,REF5000000121,jhI5nAdyb1qOEjmcB3Jv364659
4c89873b-eaa9-459c-8480-90b7642e16de,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-07 08:12:33.000000,debit,UPI-NAVYUG SELECTION Retail Payment,25181.44,REF5000000123,jhI5nAdyb1qOEjmcB3Jv563513
358b8169-1ee8-462d-a511-14adb888ece3,a0000012-0000-0000-0000-000000000012,2026-01-07 08:13:17.000000,debit,Payment to Cloud Infrastructure Services,15605.33,REF5000000124,jhI5nAdyb1qOEjmcB3Jv832168
ab908804-f39e-47e8-82f1-92e1894d1de0,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-07 08:35:26.000000,credit,Cheque Deposit - Clearing Account,40783.96,REF5000000126,jhI5nAdyb1qOEjmcB3Jv218972
d94b8756-8602-403a-a3ad-4a0083af1616,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-07 09:01:40.000000,debit,Statutory Tax Payment / GST Portal Settlement,120978.28,REF5000000125,jhI5nAdyb1qOEjmcB3Jv425845
ce894d06-c57e-47be-9c14-fea781d1fa98,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-09 13:59:50.000000,debit,Payment to Cloud Infrastructure Services,2616.72,REF5000000130,jhI5nAdyb1qOEjmcB3Jv861319
a6ef6713-fc15-484a-ac71-a96a3b5d3a49,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-09 14:53:30.000000,debit,IMPS OW - Vendor Wire Settlement,27582.56,REF5000000128,jhI5nAdyb1qOEjmcB3Jv502219
f1a11bb7-51c8-4ed1-ab4c-c8834c22f8a3,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-09 17:32:47.000000,credit,IMPS Inward / Customer Collections / INET,77624.74,REF5000000129,jhI5nAdyb1qOEjmcB3Jv928381
42b24dda-7f6a-4e5d-bb28-0b58707d1af4,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-09 18:53:09.000000,debit,IMPS OW - Vendor Wire Settlement,79186.16,REF5000000127,jhI5nAdyb1qOEjmcB3Jv839677
b702132b-6708-4e1f-9eab-00c2624142e8,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-11 17:24:14.000000,debit,NEFT - Operating Expenses - Office Lease,36384.08,REF5000000133,jhI5nAdyb1qOEjmcB3Jv839485
abfd27c9-bea4-4277-a789-7aed12b38f70,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-11 17:42:31.000000,credit,IMPS Inward / Customer Collections / INET,24537.53,REF5000000131,jhI5nAdyb1qOEjmcB3Jv448588
ad07d9ee-ebb3-462a-8a59-f15617e6d2d7,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-11 20:34:24.000000,debit,IMPS OW - Vendor Wire Settlement,136960.17,REF5000000132,jhI5nAdyb1qOEjmcB3Jv831380
b9698cd9-0df8-4966-8a00-6a426de57083,a0000011-0000-0000-0000-000000000011,2026-01-13 10:26:55.000000,credit,IMPS Inward / Customer Collections / INET,38059.4,REF5000000136,jhI5nAdyb1qOEjmcB3Jv377896
2f328993-1c7b-49fd-b0c8-a34aed48bf2d,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-13 13:55:06.000000,debit,IMPS OW - Vendor Wire Settlement,43925.1,REF5000000135,jhI5nAdyb1qOEjmcB3Jv116093
a20e9fd9-78aa-4f8e-8add-e24abe800e87,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-13 17:44:25.000000,credit,Cheque Deposit - Clearing Account,135234.13,REF5000000137,jhI5nAdyb1qOEjmcB3Jv659543
511bce7e-7e7f-4ce6-8025-9372513ab596,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-13 18:50:52.000000,credit,IMPS Inward / Customer Collections / INET,4184.39,REF5000000134,jhI5nAdyb1qOEjmcB3Jv626690
3ea66869-d0ed-4b37-878f-2363642df8da,acfbe204-7541-492c-a352-040aa984bedc,2026-01-15 13:50:03.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,22096.25,REF5000000141,jhI5nAdyb1qOEjmcB3Jv356059
5e515464-600a-4a31-81a0-05640c9561ab,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-01-15 18:43:58.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,124676.64,REF5000000139,jhI5nAdyb1qOEjmcB3Jv555052
5874f615-4dbd-4c95-95c5-34268bdf6fcc,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-01-15 18:45:56.000000,debit,IMPS OW - Vendor Wire Settlement,53589.91,REF5000000138,jhI5nAdyb1qOEjmcB3Jv171744
2ca2248c-3953-4545-a5e6-a2afe1cb0fd2,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-15 20:40:45.000000,credit,Cheque Deposit - Clearing Account,34077.05,REF5000000140,jhI5nAdyb1qOEjmcB3Jv130353
6edfd9f3-5761-4849-940d-b94152bb82af,2d52dda2-d98a-4381-af80-45bdb173860c,2026-01-17 12:42:00.000000,debit,IMPS OW - Vendor Wire Settlement,117761.09,REF5000000144,jhI5nAdyb1qOEjmcB3Jv265649
f66c9eee-363d-4d1f-8d80-19151f6d2924,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-17 15:22:37.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,21806.06,REF5000000145,jhI5nAdyb1qOEjmcB3Jv362246
d4d27218-d874-45ac-8f75-cd1dcbe85c19,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-17 18:15:31.000000,debit,Statutory Tax Payment / GST Portal Settlement,23482.32,REF5000000143,jhI5nAdyb1qOEjmcB3Jv366314
9cc68937-a832-40e5-96cc-3aa1dd7c0b80,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-17 18:50:11.000000,credit,IMPS Inward / Customer Collections / INET,30231.88,REF5000000142,jhI5nAdyb1qOEjmcB3Jv501126
d1aec026-45ec-4efd-a8cc-487cff0979fa,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-19 11:24:54.000000,debit,IMPS OW - Vendor Wire Settlement,19852.08,REF5000000146,jhI5nAdyb1qOEjmcB3Jv476395
61c756d3-fc6d-4f5f-9875-0276374c2acf,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-19 12:44:18.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,115822.98,REF5000000147,jhI5nAdyb1qOEjmcB3Jv387813
307f13da-232a-4195-b717-62eec20c7f00,acfbe204-7541-492c-a352-040aa984bedc,2026-01-19 17:55:43.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,124517.22,REF5000000148,jhI5nAdyb1qOEjmcB3Jv973294
b31eab28-df18-4af3-8eeb-7e3326bdec85,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-19 20:51:14.000000,debit,Statutory Tax Payment / GST Portal Settlement,71900.45,REF5000000149,jhI5nAdyb1qOEjmcB3Jv299367
b312a067-03aa-4c99-b594-5c16f13a2f14,acfbe204-7541-492c-a352-040aa984bedc,2026-01-21 12:50:28.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,35822.37,REF5000000151,jhI5nAdyb1qOEjmcB3Jv194511
c8e41e92-2a7d-435a-929b-f4fb671d3497,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-01-21 13:47:26.000000,credit,IMPS Inward / Customer Collections / INET,38286.33,REF5000000152,jhI5nAdyb1qOEjmcB3Jv483629
8a7a5158-b21c-4f81-ae51-1fd45de4e0ec,a0000010-0000-0000-0000-000000000010,2026-01-21 20:46:49.000000,credit,IMPS Inward / Customer Collections / INET,43604.87,REF5000000150,jhI5nAdyb1qOEjmcB3Jv777737
a170fd44-3499-4603-9853-ddee5cf34990,a0000012-0000-0000-0000-000000000012,2026-01-23 09:29:04.000000,credit,IMPS Inward / Customer Collections / INET,72561.47,REF5000000154,jhI5nAdyb1qOEjmcB3Jv809176
6be74987-d7b2-42f4-8a03-6c2ea93129c6,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-01-23 12:58:52.000000,debit,IMPS OW - Vendor Wire Settlement,79514.14,REF5000000153,jhI5nAdyb1qOEjmcB3Jv455168
dc3fcbed-cfe7-440a-acb9-99f626f0afcf,a0000011-0000-0000-0000-000000000011,2026-01-23 18:25:54.000000,debit,Payment to Cloud Infrastructure Services,38476.03,REF5000000155,jhI5nAdyb1qOEjmcB3Jv114594
6906082d-1da7-4ae8-a6d4-20f02572814a,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-01-25 09:29:23.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,39919.99,REF5000000156,jhI5nAdyb1qOEjmcB3Jv489518
897b2378-873d-4eaa-8e82-c474f841d6eb,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-01-25 11:41:04.000000,debit,IMPS OW - Vendor Wire Settlement,80219.02,REF5000000158,jhI5nAdyb1qOEjmcB3Jv528129
a992be2e-87e8-4552-aefb-59aceb23641f,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-01-25 18:14:30.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,45414.2,REF5000000157,jhI5nAdyb1qOEjmcB3Jv443939
b38dc937-c464-40bd-921a-6c3a6b1d2826,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-01-27 08:02:19.000000,debit,IMPS OW - Vendor Wire Settlement,13183.4,REF5000000159,jhI5nAdyb1qOEjmcB3Jv663658
c5d4037c-bbbf-4a54-b289-d50cb64370f1,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-29 15:23:42.000000,debit,Payment to Cloud Infrastructure Services,36273.24,REF5000000160,jhI5nAdyb1qOEjmcB3Jv262029
ca03d9ed-86cd-421a-9ec4-e97a4596a557,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-01-29 18:06:53.000000,debit,IMPS OW - Vendor Wire Settlement,45226.91,REF5000000161,jhI5nAdyb1qOEjmcB3Jv393328
7c07ea12-826a-4b65-920d-b8f3bb248bd0,a0000011-0000-0000-0000-000000000011,2026-01-31 13:13:28.000000,debit,IMPS OW - Vendor Wire Settlement,135545.02,REF5000000162,jhI5nAdyb1qOEjmcB3Jv204180
31d45c8e-aaff-4fcb-955f-9515de42bfa0,2d52dda2-d98a-4381-af80-45bdb173860c,2026-02-02 09:42:13.000000,debit,Statutory Tax Payment / GST Portal Settlement,55057.85,REF5000000164,jhI5nAdyb1qOEjmcB3Jv449709
e4d63608-9fb4-4ed9-96b3-dc10f3a877d8,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-02-02 10:50:36.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,37314.66,REF5000000165,jhI5nAdyb1qOEjmcB3Jv317220
7bd1d2e4-e8da-486f-a3f8-dafc38f4a802,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-02-02 18:22:03.000000,debit,NEFT - Operating Expenses - Office Lease,46553.41,REF5000000163,jhI5nAdyb1qOEjmcB3Jv989227
8492c071-cc8a-4ade-ba0c-5b667f9ebd8c,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-02-04 13:49:09.000000,debit,Statutory Tax Payment / GST Portal Settlement,41557.48,REF5000000166,jhI5nAdyb1qOEjmcB3Jv251716
16de6f9e-e6f1-406e-b445-58926e5a1685,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-02-04 16:16:51.000000,credit,IMPS Inward / Customer Collections / INET,41923.38,REF5000000167,jhI5nAdyb1qOEjmcB3Jv238205
fd441acc-013b-4940-b373-bcc7a968ed93,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-02-06 20:50:15.000000,debit,Statutory Tax Payment / GST Portal Settlement,10428.2,REF5000000168,jhI5nAdyb1qOEjmcB3Jv154944
da45a67b-a9e8-47e6-a62a-b87096bf5e3b,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-02-08 09:28:32.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,54336.5,REF5000000170,jhI5nAdyb1qOEjmcB3Jv921273
4249bd5b-cb81-4f02-9060-d74b0d5046b4,a0000011-0000-0000-0000-000000000011,2026-02-08 14:33:07.000000,credit,Cheque Deposit - Clearing Account,37899.78,REF5000000169,jhI5nAdyb1qOEjmcB3Jv638169
8c4c448b-5e87-4b8f-8e59-c32c3bc91299,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-02-10 10:17:39.000000,debit,Statutory Tax Payment / GST Portal Settlement,17295.94,REF5000000173,jhI5nAdyb1qOEjmcB3Jv726410
6dc8aaea-68f7-4655-8448-34b0e5fcc6d5,2d52dda2-d98a-4381-af80-45bdb173860c,2026-02-10 18:01:03.000000,debit,IMPS OW - Vendor Wire Settlement,92627.36,REF5000000171,jhI5nAdyb1qOEjmcB3Jv213206
fdbd07be-76b0-40ff-ab27-33a60d98931f,2d52dda2-d98a-4381-af80-45bdb173860c,2026-02-10 19:58:28.000000,credit,Cheque Deposit - Clearing Account,82211.18,REF5000000172,jhI5nAdyb1qOEjmcB3Jv255539
5938aabb-b8ed-428d-a095-f9f2f4dd3384,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-02-12 15:25:26.000000,credit,Cheque Deposit - Clearing Account,16719.82,REF5000000176,jhI5nAdyb1qOEjmcB3Jv367271
7c679ec6-6ec8-49a7-8066-5151e536b488,2d52dda2-d98a-4381-af80-45bdb173860c,2026-02-12 16:38:27.000000,credit,Cheque Deposit - Clearing Account,61441.41,REF5000000174,jhI5nAdyb1qOEjmcB3Jv786516
f8ca7c2a-a717-472a-98da-5479da6e7b76,a0000010-0000-0000-0000-000000000010,2026-02-12 20:35:46.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,42908.14,REF5000000175,jhI5nAdyb1qOEjmcB3Jv533914
d1286c23-e72c-4012-9806-f022a4db1f07,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-02-14 13:42:07.000000,debit,NEFT - Operating Expenses - Office Lease,32772.99,REF5000000179,jhI5nAdyb1qOEjmcB3Jv886730
e0363b57-f202-4b1f-8b01-583e008fa011,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-02-14 18:59:30.000000,credit,Cheque Deposit - Clearing Account,6384.08,REF5000000177,jhI5nAdyb1qOEjmcB3Jv552855
7fbd7a39-cce5-45bd-b696-922298f07e09,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-02-14 19:47:23.000000,credit,IMPS Inward / Customer Collections / INET,29184.16,REF5000000178,jhI5nAdyb1qOEjmcB3Jv688866
10243579-c898-4958-9954-84e3ee255a39,a0000011-0000-0000-0000-000000000011,2026-02-16 08:18:38.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,28795.29,REF5000000180,jhI5nAdyb1qOEjmcB3Jv323072
2bbaec91-5d67-49c4-bfdd-7559ab737fe0,a0000012-0000-0000-0000-000000000012,2026-02-16 12:36:14.000000,debit,NEFT - Operating Expenses - Office Lease,147454.66,REF5000000182,jhI5nAdyb1qOEjmcB3Jv958182
d959059c-de21-43e8-ab17-c339379fac26,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-02-16 17:43:41.000000,debit,Payment to Cloud Infrastructure Services,44773.34,REF5000000183,jhI5nAdyb1qOEjmcB3Jv969752
478daed2-b031-4e56-ad94-5b42d26e2c4b,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-02-16 18:30:14.000000,credit,Cheque Deposit - Clearing Account,27810.08,REF5000000181,jhI5nAdyb1qOEjmcB3Jv220465
5550b19b-2ed0-40be-98bc-6fe5a31e0ab6,acfbe204-7541-492c-a352-040aa984bedc,2026-02-18 10:17:44.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,85102.34,REF5000000184,jhI5nAdyb1qOEjmcB3Jv290217
f6c7fdff-26fc-44cb-b4cd-963fb3d762d9,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-02-18 17:42:25.000000,credit,Cheque Deposit - Clearing Account,31309.33,REF5000000185,jhI5nAdyb1qOEjmcB3Jv132146
baeec126-baed-4968-9e84-0927bb50a037,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-02-18 19:33:13.000000,debit,NEFT - Operating Expenses - Office Lease,18010.77,REF5000000186,jhI5nAdyb1qOEjmcB3Jv488028
b27efacb-8de0-4553-b762-143fb61ba789,a0000011-0000-0000-0000-000000000011,2026-02-20 13:49:36.000000,debit,Statutory Tax Payment / GST Portal Settlement,4893.7,REF5000000187,jhI5nAdyb1qOEjmcB3Jv265056
f45204e5-71f8-4020-9ae2-295cc3aa158e,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-02-20 15:26:17.000000,credit,NEFT Inflow / SELECTION MALIGAI Vendor Settlement,61381.75,REF5000000189,jhI5nAdyb1qOEjmcB3Jv550797
ddf6b66a-ab13-417b-a3c9-9f5c6072b829,a0000012-0000-0000-0000-000000000012,2026-02-20 17:03:43.000000,credit,Cheque Deposit - Clearing Account,32618.21,REF5000000188,jhI5nAdyb1qOEjmcB3Jv609253
cb5e0542-699f-4e36-b717-756519923ea1,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-02-22 18:43:37.000000,debit,IMPS OW - Vendor Wire Settlement,16533.08,REF5000000190,jhI5nAdyb1qOEjmcB3Jv331230
9b55fe2b-26fc-4edc-bd9d-ecc0e2e3284a,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-02-24 08:00:13.000000,debit,FT - Vendor Settlement - SELECTION ELECTRONICS,126734.95,REF5000000191,jhI5nAdyb1qOEjmcB3Jv901280
8c225711-8535-41ad-ba0a-890c021d2e08,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-02-24 12:20:07.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,22094.8,REF5000000192,jhI5nAdyb1qOEjmcB3Jv235461
50cf0997-c817-48e1-8cc0-25719f1fc4f4,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-02-24 14:55:47.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,23418.82,REF5000000194,jhI5nAdyb1qOEjmcB3Jv181644
6df7e74e-14e8-46e3-918f-19a761323722,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-02-24 16:45:14.000000,debit,Payment to Cloud Infrastructure Services,32896.19,REF5000000193,jhI5nAdyb1qOEjmcB3Jv471371
e6347147-8e8f-4b43-90a9-9d9b3f555626,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-02-26 14:36:25.000000,debit,NEFT - Operating Expenses - Office Lease,20928.97,REF5000000195,jhI5nAdyb1qOEjmcB3Jv440544
a251212e-1c0f-4738-8b18-d7b7bdb50f13,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-02-26 17:25:33.000000,credit,Cheque Deposit - Clearing Account,16617.49,REF5000000197,jhI5nAdyb1qOEjmcB3Jv456005
dde33d8f-dc97-43cb-a0d7-69d2574736c0,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-02-26 20:39:29.000000,debit,UPI-NAVYUG SELECTION Retail Payment,40924.04,REF5000000196,jhI5nAdyb1qOEjmcB3Jv355135
a41557d4-5eee-475d-97fc-bd57734292a5,a0000012-0000-0000-0000-000000000012,2026-02-28 13:22:46.000000,credit,IMPS Inward / Customer Collections / INET,9163.21,REF5000000199,jhI5nAdyb1qOEjmcB3Jv306854
a8561338-aa3d-4cef-a0c7-42cb964bff38,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-02-28 20:10:04.000000,debit,Payment to Cloud Infrastructure Services,26642.52,REF5000000198,jhI5nAdyb1qOEjmcB3Jv303322
a1735b6d-ae62-4dd8-87d6-308ba91bea14,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-03-02 10:48:48.000000,credit,Cheque Deposit - Clearing Account,37664.59,REF5000000200,jhI5nAdyb1qOEjmcB3Jv618119
18e03340-5e9c-4f03-8683-347b202e4643,2d52dda2-d98a-4381-af80-45bdb173860c,2026-03-02 20:36:48.000000,debit,Statutory Tax Payment / GST Portal Settlement,44549.02,REF5000000201,jhI5nAdyb1qOEjmcB3Jv691912
c768f2d9-b78c-41c8-a2c5-c932e5f79f02,a0000010-0000-0000-0000-000000000010,2026-03-04 13:09:28.000000,credit,Cheque Deposit - Clearing Account,31228.02,REF5000000202,jhI5nAdyb1qOEjmcB3Jv935012
249c9887-e30a-4fba-bbcd-0fc3e78f10f0,acfbe204-7541-492c-a352-040aa984bedc,2026-03-04 13:53:18.000000,credit,Cheque Deposit - Clearing Account,46970.27,REF5000000204,jhI5nAdyb1qOEjmcB3Jv194682
63b80823-31c9-4794-9bbc-1be46f772d3c,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-03-04 17:03:22.000000,debit,Payment to Cloud Infrastructure Services,23509.28,REF5000000203,jhI5nAdyb1qOEjmcB3Jv139434
4d9707cc-58af-4d9c-bc76-1823b14bf01c,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-03-06 13:38:30.000000,debit,Payment to Cloud Infrastructure Services,5315.25,REF5000000206,jhI5nAdyb1qOEjmcB3Jv208529
5a54126c-f823-45bf-a62c-2e7bedea6e76,a0000012-0000-0000-0000-000000000012,2026-03-06 13:45:05.000000,debit,Payment to Cloud Infrastructure Services,4280.97,REF5000000207,jhI5nAdyb1qOEjmcB3Jv841995
2267c660-6dc7-4b6e-b43d-7b13d9490f7f,2d52dda2-d98a-4381-af80-45bdb173860c,2026-03-06 15:33:33.000000,debit,Statutory Tax Payment / GST Portal Settlement,19464.77,REF5000000208,jhI5nAdyb1qOEjmcB3Jv396635
a849dc18-cb9d-47f8-ba77-7fbb3ce8599d,2d52dda2-d98a-4381-af80-45bdb173860c,2026-03-06 17:35:50.000000,credit,Disbursement / ZBFLCTP / SELECTRICITY TWO PVT LTD,39346.62,REF5000000205,jhI5nAdyb1qOEjmcB3Jv783501
5393a6d2-4766-46a0-ba5f-1d9a289b3927,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-03-08 10:21:05.000000,debit,Statutory Tax Payment / GST Portal Settlement,141674.65,REF5000000211,jhI5nAdyb1qOEjmcB3Jv425301
5e7c8fb2-7966-47e7-9a38-c6caa77fe93a,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-03-08 13:06:35.000000,debit,NEFT - Operating Expenses - Office Lease,35429.88,REF5000000210,jhI5nAdyb1qOEjmcB3Jv788457
fd0c2c8d-8497-400a-a3de-169633fb2547,a0000010-0000-0000-0000-000000000010,2026-03-08 19:42:25.000000,credit,IMPS Inward / Customer Collections / INET,45179.1,REF5000000212,jhI5nAdyb1qOEjmcB3Jv424620
